systematic_name	cluster_id
YBR289W	L.R.L.L.R.L
YBR290W	L.L.R.R.L.R
YBR291C	R.L
YBR292C	L.R.L.L.L.L
YBR293W	L.R.L.L.R.L
YBR294W	L.R.L.L.R.L
YBR295W	L.R.L.L.R.L
YBR296C	L.R.L.R
YBR296C-A	L.R.L.L.L.L
YBR297W	L.R.L.L.L.R.R.L
YBR298C	L.L.L.L.L
YBR298C-A	L.R.L.L.L.L
YBR299W	R.L
YBR300C	L.R.L.L.L.L
YBR301W	L.R.L.R
YBR302C	L.R.L.L.L.L
YCL001W	L.R.L.L.L.L
YCL001W-A	L.R.L.L.R.L
YCL001W-B	L.R.L.R
YCL002C	R.L
YCL004W	L.R.R.L.L.R
YCL005W	L.R.L.L.R.R
YCL005W-A	R.L
YCL007C	L.R.L.R
YCL008C	R.L
YCL009C	L.R.L.L.L.L
YCL010C	L.L.R.R.L.R
YCL011C	L.R.L.L.L.L
YCL012C	L.R.L.L.R.L
YCL014W	L.R.L.L.L.L
YCL016C	L.R.R.R
YCL017C	L.R.R.R
YCL018W	R.L
YCL019W	L.L.R.R.R
YCL020W	L.R.L.L.L.L
YCL021W-A	L.R.L.L.R.R
YCL022C	L.R.L.L.L.L
YCL023C	L.R.L.L.L.L
YCL024W	R.L
YCL025C	R.L
YCL026C-A	L.R.L.R
YCL026C-B	L.L.R.R.R
YCL027W	L.R.L.R
YCL028W	L.R.R.R
YCL029C	L.R.L.L.L.L
YCL030C	L.R.L.R
YCL031C	R.L
YCL032W	L.R.R.R
YCL033C	R.L
YCL034W	L.R.L.L.L.R.L
YCL035C	L.R.L.L.L.L
YCL036W	R.R
YCL037C	R.R
YCL038C	L.R.R.R
YCL039W	L.L.R.R.L.R
YCL040W	L.R.R.L.L.L
YCL041C	L.L.R.R.L.R
YCL042W	L.L.R.L.L.L.R
YCL043C	L.R.L.L.L.L
YCL044C	L.L.R.R.L.L.L.R.R.L
YCL045C	R.L
YCL046W	L.R.L.R
YCL047C	L.R.R.R
YCL048W	L.R.L.L.L.L
YCL048W-A	L.R.R.R
YCL049C	R.L
YCL050C	L.R.L.L.L.L
YCL051W	L.L.R.L.L.R.R
YCL052C	L.R.R.R
YCL054W	R.R
YCL054W-A	L.R.L.L.L.L
YCL055W	L.R.R.R
YCL056C	L.R.L.L.R.R
YCL057C-A	R.L
YCL057W	R.L
YCL058C	L.R.L.L.L.L
YCL058W-A	R.L
YCL059C	R.R
YCL061C	L.R.L.R
YCL063W	R.L
YCL064C	L.R.R.L.L.R
YCL065W	L.R.L.L.L.L
YCL066W	L.L.R.R.R
YCL067C	L.L.R.R.L.R
YCL068C	L.R.L.L.L.L
YCL069W	L.R.L.L.L.L
YCL073C	L.R.L.L.L.L
YCL074W	L.R.L.L.L.L
YCL075W	L.R.L.L.L.L
YCL076W	L.R.L.L.L.L
YCR001W	L.R.L.L.L.L
YCR002C	R.L
YCR003W	R.L
YCR004C	R.L
YCR005C	L.R.L.L.L.R.L
YCR006C	L.L.L.L.R.L
YCR007C	L.L.L.R
YCR008W	L.R.L.R
YCR009C	L.R.L.L.R.L
YCR010C	L.R.L.R
YCR011C	L.R.L.R
YCR012W	L.R.L.L.L.L
YCR013C	L.R.L.R
YCR014C	L.L.L.L.R.L
YCR015C	R.L
YCR016W	R.R
YCR017C	R.L
YCR018C	L.R.L.L.L.L
YCR018C-A	L.R.L.L.R.L
YCR019W	L.R.R.R
YCR020C	R.L
YCR020C-A	L.R.L.L.L.L
YCR020W-B	L.R.L.L.L.L
YCR021C	L.L.L.R
YCR022C	L.R.L.R
YCR023C	R.L
YCR024C	L.R.R.R
YCR024C-A	L.R.L.L.L.L
YCR024C-B	L.R.L.L.L.L
YCR025C	L.R.L.L.R.L
YCR026C	L.R.R.R
YCR027C	R.L
YCR028C	R.L
YCR028C-A	R.L
YCR030C	L.R.R.L.L.R
YCR031C	R.L
YCR032W	L.R.L.L.L.L
YCR033W	L.L.L.L.R.L
YCR034W	R.R
YCR035C	R.L
YCR036W	L.R.R.R
YCR037C	R.L
YCR038C	L.R.R.R
YCR038W-A	L.R.L.L.L.L
YCR041W	L.L.R.R.L.R
YCR042C	R.L
YCR043C	R.L
YCR044C	R.L
YCR045C	L.R.L.L.R.L
YCR045W-A	L.R.L.R
YCR046C	R.L
YCR047C	R.R
YCR047W-A	L.L.R.R.R
YCR048W	L.L.R.R.L.L.R
YCR049C	L.R.L.L.L.L
YCR050C	L.R.L.L.L.L
YCR051W	R.R
YCR052W	R.L
YCR053W	R.L
YCR054C	L.R.L.R
YCR057C	R.R
YCR059C	R.L
YCR060W	R.L
YCR061W	L.R.R.L.L.R
YCR063W	L.L.L.L.R.R.L
YCR064C	L.R.L.R
YCR065W	R.L
YCR066W	L.R.R.R
YCR067C	R.L
YCR068W	L.L.R.R.R
YCR069W	L.R.R.R
YCR071C	L.R.L.L.L.L
YCR072C	R.R
YCR073C	L.R.L.L.R.R
YCR073W-A	L.R.R.R
YCR075C	R.L
YCR075W-A	R.L
YCR076C	L.R.R.R
YCR077C	R.L
YCR079W	L.R.R.R
YCR081C-A	L.R.L.L.R.L
YCR081W	L.R.L.L.L.L
YCR082W	L.R.R.R
YCR083W	L.R.L.L.R.L
YCR084C	L.R.L.L.R.L
YCR085W	L.R.L.R
YCR086W	R.L
YCR087C-A	R.R
YCR087W	L.R.L.L.L.L
YCR088W	L.R.R.R
YCR089W	L.R.L.L.L.L
YCR090C	R.R
YCR091W	L.R.R.L.L.R
YCR092C	L.R.L.L.L.L
YCR093W	L.R.L.R
YCR094W	R.L
YCR095C	L.R.R.R
YCR095W-A	L.R.L.R
YCR096C	L.L.L.L.R.L
YCR097W	L.R.L.L.R.L
YCR097W-A	L.R.L.L.L.L
YCR098C	L.R.L.L.R.L
YCR099C	L.R.L.L.R.L
YCR100C	L.R.L.L.R.L
YCR101C	L.R.R.R
YCR102C	L.L.R.R.L.R
YCR102W-A	L.L.R.R.R
YCR104W	L.L.L.L.R.L
YCR105W	L.L.R.R.L.R
YCR106W	R.L
YCR107W	R.L
YCR108C	L.R.L.R
YDL001W	R.L
YDL002C	L.R.L.L.L.L
YDL003W	R.R
YDL004W	R.L
YDL005C	L.R.L.R
YDL006W	L.R.R.R
YDL007C-A	L.R.L.L.L.L
YDL007W	L.R.L.L.R.L
YDL008W	L.R.L.R
YDL009C	L.R.L.R
YDL010W	L.L.L.L.R.L
YDL011C	L.R.L.R
YDL012C	L.R.L.L.R.L
YDL013W	L.L.R.R.L.R
YDL014W	R.R
YDL015C	R.L
YDL016C	L.R.L.L.L.L
YDL017W	L.L.R.R.L.R
YDL018C	R.L
YDL019C	L.L.L.L.L
YDL020C	L.L.L.L.L
YDL021W	L.R.R.R
YDL022C-A	L.L.R.R.L.R
YDL022W	L.R.R.L.L.R
YDL023C	L.R.L.L.L.R.L
YDL024C	L.L.R.R.R
YDL025C	L.L.R.L.L.R.R
YDL025W-A	L.R.L.L.L.L
YDL026W	L.L.R.R.R
YDL027C	L.R.R.R
YDL028C	L.R.L.R
YDL029W	L.R.L.L.L.L
YDL030W	L.R.L.L.R.R
YDL031W	R.R
YDL032W	L.L.L.L.R.L
YDL033C	L.R.L.L.R.R
YDL034W	L.L.L.L.R.L
YDL035C	L.L.R.L.L.R.L
YDL036C	R.L
YDL037C	L.L.L.L.R.R.R
YDL039C	L.L.L.L.R.R.R
YDL040C	R.L
YDL041W	L.R.L.L.L.L
YDL042C	R.L
YDL043C	R.L
YDL044C	L.R.L.L.L.R.L
YDL045C	L.R.R.R
YDL045W-A	L.R.L.L.R.L
YDL046W	L.R.R.R
YDL047W	L.R.L.R
YDL048C	L.R.R.L.L.L
YDL049C	L.R.R.R
YDL050C	L.R.L.L.L.L
YDL051W	R.R
YDL052C	L.R.R.R
YDL053C	L.R.L.L.R.L
YDL054C	L.R.R.R
YDL055C	L.R.L.L.L.L
YDL056W	L.R.L.R
YDL057W	L.R.R.R
YDL058W	L.R.L.R
YDL059C	L.L.R.R.R
YDL060W	R.R
YDL061C	L.R.L.L.L.L
YDL062W	L.R.L.L.L.L
YDL063C	R.R
YDL064W	R.L
YDL065C	L.R.L.R
YDL066W	R.L
YDL067C	L.R.L.L.L.L
YDL068W	L.R.L.R
YDL069C	L.R.R.R
YDL070W	L.L.R.R.L.R
YDL071C	L.L.R.R.L.R
YDL072C	L.R.L.L.R.L
YDL073W	R.L
YDL074C	R.L
YDL075W	R.L
YDL076C	L.R.R.R
YDL077C	L.L.R.R.L.R
YDL078C	L.R.R.R
YDL079C	L.R.R.L.R
YDL080C	R.L
YDL081C	R.L
YDL082W	R.R
YDL083C	R.L
YDL084W	R.L
YDL085C-A	L.R.L.L.L.L
YDL085W	L.R.R.L.L.R
YDL086C-A	L.R.L.L.L.L
YDL086W	L.R.L.L.L.L
YDL087C	L.L.R.R.L.R
YDL088C	L.R.L.L.R.L
YDL089W	L.L.R.R.R
YDL090C	L.R.R.R
YDL091C	L.R.R.R
YDL092W	L.R.L.L.L.L
YDL093W	L.L.R.R.L.R
YDL094C	L.R.R.R
YDL095W	L.R.L.L.R.L
YDL096C	L.L.R.R.L.R
YDL097C	L.R.R.R
YDL098C	L.R.R.R
YDL099W	L.R.L.R
YDL100C	L.R.L.L.L.L
YDL101C	L.R.R.R
YDL102W	L.R.L.L.L.L
YDL103C	R.L
YDL104C	R.L
YDL105W	L.R.L.L.L.L
YDL106C	L.R.R.R
YDL107W	L.R.R.R
YDL108W	L.R.R.R
YDL109C	L.L.R.R.L.R
YDL110C	L.R.L.L.L.R.L
YDL111C	R.L
YDL112W	R.L
YDL113C	L.L.R.L.R.R.R.R
YDL114W	L.L.R.R.L.R
YDL114W-A	L.R.L.L.L.L
YDL115C	L.L.R.R.L.R
YDL116W	R.L
YDL117W	L.R.L.R
YDL118W	L.R.L.L.L.L
YDL119C	L.R.R.R
